Program,Sex_code,Entrance_Exam_Score,HS_GPA,risk_label,Entrance_Exam_Tier,HS_Performance_Tier,Strand_Program_Match,First_Gen_Student,Has_Scholarship,Financial_Stress,Gap_Years,Private_HS,Has_HS_Honors,Age_Group,Age_At_Enrollment,Distance_KM,Distance_Bucket,Program_Risk_Index,Municipality_Risk_Index
-0.5,0.7066333249692957,-0.9814515269916411,-1.5572738925483098,0,-0.26318927923180935,1.6275489845744848,0.20628850282072939,0.8744746321952063,-0.9029036538323055,0.9435553010332044,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,-0.5222747637413823,-1.0396159599177304,1.1223745992798189,1.454324317907876,0.0
-1.0,0.7066333249692957,0.35850114776858877,0.058527512941511206,0,-0.26318927923180935,0.14071793830741877,0.20628850282072939,0.8744746321952063,-0.9029036538323055,-0.42120828548059946,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,0.5021520933345356,-1.0396159599177304,1.1223745992798189,-1.1925459406844572,0.0
-1.5,0.7066333249692957,0.6934893164586462,0.13696447437305595,0,-0.26318927923180935,0.14071793830741877,0.20628850282072939,0.8744746321952063,1.1075378815398258,0.9435553010332044,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,-0.5222747637413823,-0.29339177704509073,0.0059806817013134,0.029086486358158074,0.0
0.5,0.7066333249692957,-0.001052819958739427,-0.3022825096435941,0,-0.26318927923180935,0.14071793830741877,0.20628850282072939,0.8744746321952063,-0.9029036538323055,-1.7859718719944033,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,-0.5222747637413823,1.1693868167190726,-1.1104132358771919,-1.5997567496986622,0.0
1.5,0.7066333249692957,0.6934893164586462,-0.5375933939382282,0,-0.26318927923180935,0.14071793830741877,0.20628850282072939,-1.1435437497937313,-0.9029036538323055,-1.1035900787375015,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,0.5021520933345356,-1.0396159599177304,1.1223745992798189,0.029086486358158074,0.0
-0.5,0.7066333249692957,-2.0422473945101562,-1.3062756159673654,1,2.617318793142391,1.6275489845744848,0.20628850282072939,0.8744746321952063,1.1075378815398258,0.9435553010332044,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,-1.5467016208173001,-1.0396159599177304,1.1223745992798189,1.454324317907876,0.0
-1.5,0.7066333249692957,1.0284774851487037,-0.27090772507097577,0,-0.26318927923180935,0.14071793830741877,0.20628850282072939,0.8744746321952063,1.1075378815398258,-1.1035900787375015,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,0.5021520933345356,-0.29339177704509073,0.0059806817013134,0.029086486358158074,0.0
-1.5,0.7066333249692957,0.3026697863202459,0.7173979889664874,0,-0.26318927923180935,-1.3461131079596473,0.20628850282072939,-1.1435437497937313,1.1075378815398258,-0.42120828548059946,0.0,-0.3576244774453736,1.237750834724863,0.03452383398798615,0.5021520933345356,-1.0396159599177304,1.1223745992798189,0.029086486358158074,0.0
0.0,-1.4151611092548626,0.19100706342356005,0.011465336082584815,0,-0.26318927923180935,0.14071793830741877,-1.2468129006963575,0.8744746321952063,-0.9029036538323055,-1.7859718719944033,0.0,2.7962291819154013,-0.8079170475552844,0.03452383398798615,-0.5222747637413823,1.1693868167190726,-1.1104132358771919,0.8435081043865679,0.0
1.0,0.7066333249692957,0.24683842487190297,1.0311458346926663,0,-0.26318927923180935,-1.3461131079596473,1.6593899063378164,0.8744746321952063,1.1075378815398258,0.2611735077763025,0.0,-0.3576244774453736,1.237750834724863,0.03452383398798615,-0.5222747637413823,1.1693868167190726,-1.1104132358771919,0.43629729537236295,0.0
0.0,0.7066333249692957,-0.9256201655432982,-1.2749008313947492,0,-0.26318927923180935,1.6275489845744848,-1.2468129006963575,0.8744746321952063,-0.9029036538323055,0.9435553010332044,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,0.5021520933345356,-1.0396159599177304,1.1223745992798189,0.8435081043865679,0.0
0.0,-1.4151611092548626,-0.032318382369811584,-1.0082151625274967,0,-0.26318927923180935,1.6275489845744848,-1.2468129006963575,-1.1435437497937313,1.1075378815398258,0.2611735077763025,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,0.5021520933345356,-1.0396159599177304,1.1223745992798189,0.8435081043865679,0.0
-1.5,0.7066333249692957,0.19100706342356005,1.5017676032819347,0,-0.26318927923180935,-1.3461131079596473,0.20628850282072939,0.8744746321952063,-0.9029036538323055,-0.42120828548059946,0.0,-0.3576244774453736,1.237750834724863,0.03452383398798615,-0.5222747637413823,-1.0396159599177304,1.1223745992798189,0.029086486358158074,0.0
1.5,0.7066333249692957,-1.0931142498883268,-1.5258991079756914,0,-0.26318927923180935,1.6275489845744848,1.6593899063378164,0.8744746321952063,1.1075378815398258,0.2611735077763025,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,-0.5222747637413823,-0.29339177704509073,0.0059806817013134,0.029086486358158074,0.0
1.5,0.7066333249692957,-0.5348006354048978,0.6075862429623243,0,-0.26318927923180935,0.14071793830741877,1.6593899063378164,0.8744746321952063,1.1075378815398258,-1.1035900787375015,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,-1.5467016208173001,1.1693868167190726,-1.1104132358771919,0.029086486358158074,0.0
1.5,0.7066333249692957,0.4701638706652746,0.27815100494983735,0,-0.26318927923180935,0.14071793830741877,1.6593899063378164,0.8744746321952063,-0.9029036538323055,-0.42120828548059946,0.0,-0.3576244774453736,-0.8079170475552844,0.03452383398798615,1.5265789504104534,1.1693868167190726,-1.1104132358771919,0.029086486358158074,0.0
-0.5,0.7066333249692957,0.19100706342356005,1.1409575806968293,0,-0.26318927923180935,-1.3461131079596473,-1.2468129006963575,-1.1435437497937313,1.1075378815398258,0.2611735077763025,0.0,-0.3576244774453736,1.237750834724863,0.03452383398798615,-0.5222747637413823,-0.29339177704509073,0.0059806817013134,1.454324317907876,0.0
0.0,-1.4151611092548626,0.6934893164586462,0.8742719118295769,0,-0.26318927923180935,-1.3461131079596473,0.20628850282072939,0.8744746321952063,-0.9029036538323055,0.9435553010332044,0.0,2.7962291819154013,1.237750834724863,0.03452383398798615,-0.5222747637413823,1.1693868167190726,-1.1104132358771919,0.8435081043865679,0.0
